,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
2234,-0.55866,-0.76621,0.34274,-2.56834,2.38831,-0.29845,Slängpolskor,2.28297,2.72335,-6.82827,-0.05248,False,-2.62191
2235,-0.96811,-1.37184,-1.86636,-2.49749,2.05585,-2.74528,Hambo,0.86580,-1.51917,-7.11764,-0.66146,True,-5.77372
2236,-1.47435,-0.35382,0.90913,-2.69387,2.24556,-0.61450,Hambo,-1.35565,-0.48292,-7.76544,-1.20396,False,-6.91717
2237,0.57251,0.85860,1.01958,-2.11329,1.86043,0.89873,Polka,-3.97708,0.02748,-6.40016,-1.03752,True,3.37234
2238,0.72620,-0.03246,1.02560,-1.69818,1.41568,0.45285,Polka,0.72282,0.58628,-6.57641,2.61397,False,4.14382
2239,1.38001,1.07209,-1.99347,-3.60308,2.96453,0.19679,Schottis,2.98845,-2.60959,-7.07284,-2.52261,False,5.90333
2240,-0.09010,0.00603,-4.76241,-2.72913,2.39820,-0.56113,Slängpolskor,0.21198,-0.44583,-6.37340,-0.40269,True,-2.83171
2241,-0.35522,-0.03288,-1.58736,-3.61012,3.13585,-0.37642,Slängpolskor,-0.19255,0.91464,-8.66738,-2.27617,True,-2.56977
2242,-0.96365,-0.95974,2.71157,-1.45045,1.26306,-0.68498,Hambo,0.07022,0.83584,-10.19431,2.03395,True,-3.46245
2243,-1.28876,-0.92575,2.27459,-2.37028,2.16709,-1.70885,Hambo,1.00865,0.48439,-8.98856,-1.20888,True,-5.30650
2244,0.21746,1.18975,-1.25296,-1.71752,1.55101,1.13324,Polka,-0.64326,1.31361,-11.62854,-1.08196,False,0.46081
2245,0.67238,-0.66002,0.57493,-2.92767,2.73186,-0.54956,Polka,0.67638,0.36541,-9.89149,-3.74006,False,3.64938
2246,-0.11806,0.70157,0.06735,-2.07221,1.81703,1.56172,Slängpolskor,0.54306,0.12683,-9.05382,0.01954,False,-0.55664
2247,0.44447,0.50506,5.65814,-2.49173,2.18165,0.55409,Polka,-0.14669,-1.04873,-11.49202,0.23515,True,5.05142
2248,0.36356,-0.04117,1.17977,-2.60850,2.26084,0.35917,Polka,-1.51191,2.45436,-7.29389,-1.14343,True,2.40767
2249,0.44907,-0.21470,-2.51586,-1.77746,1.71424,-0.95603,Polka,-1.28201,-1.05174,-6.96323,-0.20593,True,0.98742
2250,-0.60710,0.06096,2.71551,-2.64992,2.42842,0.44069,Slängpolskor,0.62644,-0.20683,-8.76130,1.23416,True,-1.67773
2251,-0.02607,1.49088,-0.53867,-2.77152,2.40036,0.94290,Slängpolskor,1.88902,1.63390,-8.31906,-1.20318,False,-0.39967
2252,-0.33809,-0.39210,3.89558,-3.57564,3.02500,-1.02696,Slängpolskor,-1.39303,1.26291,-9.60305,-2.20725,True,0.25736
2253,1.04702,-0.63957,-2.46604,-2.65028,2.32486,-0.67782,Schottis,0.00347,-0.05085,-8.18906,-2.16144,True,4.00206
2254,-0.74247,0.66560,-2.82341,-2.57437,2.13411,0.46018,Slängpolskor,0.88246,-0.77269,-9.44245,-0.80404,True,-5.12407
2255,1.03325,-1.37637,-1.26125,-2.47937,1.91804,-1.68052,Schottis,0.64929,1.71893,-7.45741,-4.41660,True,4.53564
2256,1.28263,0.21403,-1.01910,-1.77277,1.62716,0.23035,Schottis,-0.85184,-1.47920,-7.18590,-1.41979,False,5.90358
2257,1.20720,0.61794,-1.94318,-2.22026,1.84518,-0.59519,Schottis,-0.70115,-0.03175,-4.59111,-1.70306,True,5.06443
2258,0.27860,0.22312,-8.52332,-2.19612,1.94638,-0.23466,Polka,-3.72545,-1.71775,-8.10139,-0.18052,True,-2.86864
2259,-0.62741,0.47758,5.22176,-2.24993,2.05420,1.06130,Slängpolskor,-1.19623,-2.07742,-6.78492,-1.27259,True,-0.52615
2260,0.51003,-0.08946,-6.91873,-1.66734,1.57756,-0.22915,Polka,-3.15733,-3.23382,-7.40395,-1.81038,True,-0.90920
2261,0.59626,-0.27523,-1.34256,-1.60343,1.54084,0.20930,Polka,-1.54245,0.62040,-9.88851,-0.20275,True,2.31003
2262,-1.37458,-0.79884,1.66690,-2.72573,2.24818,0.35638,Hambo,1.80338,-0.14590,-11.73506,-1.32519,False,-6.03948
2263,0.74344,-0.17637,-3.32885,-2.68930,2.46447,0.14200,Polka,-1.16658,-0.47680,-9.02313,-0.70382,True,2.05276
2264,0.85417,0.41409,-1.37530,-2.31190,1.94235,1.25548,Schottis,-0.41955,-1.71909,-7.42188,-0.39398,False,3.58321
2265,1.05592,1.43650,-4.75092,-2.24988,2.08530,0.85671,Schottis,0.39390,-0.17411,-5.31905,-1.35487,True,2.90416
2266,1.57607,0.36824,-8.70286,-1.78557,1.65245,1.06384,Polskor,1.22587,0.94259,-10.98297,1.92080,True,3.52893
2267,-0.06170,0.13224,-3.30468,-2.96331,2.50449,0.06263,Slängpolskor,-2.52922,-0.28999,-6.68478,-1.45061,True,-1.96085
2268,-1.63856,-0.10743,-1.98596,-2.31242,1.89122,-0.09438,Hambo,0.83587,-1.43495,-6.86504,-2.22304,True,-9.18576
2269,-1.63465,-0.21941,1.18223,-2.99994,2.50401,-0.56684,Hambo,-0.36739,1.02952,-6.96172,-1.90797,False,-7.58215
2270,3.17359,0.28680,-5.28161,-2.31827,2.18875,0.73811,Polskor,-2.05967,1.06168,-8.25423,-1.15669,True,13.22715
2271,0.47945,-0.43371,-0.19405,-2.32801,2.08168,-1.08054,Polka,-0.78894,-0.86378,-7.84650,-1.14134,False,2.30020
2272,-1.84282,-0.70618,-2.91718,-2.82280,2.49040,-0.12756,Hambo,-1.01960,1.16550,-9.97519,2.13333,True,-10.67269
2273,1.58328,1.17897,-3.92041,-2.54955,2.33629,0.51606,Polskor,1.08203,0.59616,-8.01552,0.65395,True,5.95620
2274,-0.21230,-0.41333,-0.32447,-2.39136,2.14096,-0.25653,Slängpolskor,-1.62506,-0.79503,-9.65723,-1.72851,False,-1.22371
2275,0.38855,1.12807,-5.17856,-1.82855,1.61372,1.07673,Polka,0.40437,1.03096,-6.18122,0.71742,True,-0.64653
2276,0.91161,-1.37254,-5.10652,-3.41256,2.87049,-1.50596,Schottis,2.86926,0.54531,-8.11767,-0.37870,True,2.00477
2277,-1.42305,-0.77668,-0.44475,-2.56914,2.14132,-1.06163,Hambo,0.87883,0.93479,-7.90629,-0.46674,True,-7.33761
2278,-2.34374,-0.20465,1.34939,-1.46215,1.26388,-0.69942,Hambo,1.01428,-0.20918,-11.43619,2.13771,True,-11.04402
2279,0.24110,0.09686,1.63706,-2.65601,2.41052,-0.18276,Polka,1.76196,0.86043,-10.17476,-0.69235,True,2.02402
2280,-0.89002,-0.54598,-5.00461,-2.11242,1.96443,-0.21171,Hambo,0.02186,-1.36367,-10.01713,-0.20140,True,-6.95239
2281,-0.43853,0.51195,-2.08534,-2.05025,1.77799,0.82696,Slängpolskor,0.42642,-0.32787,-9.19457,-1.49109,True,-3.23532
2282,0.82957,0.48885,-2.66857,-1.81034,1.58410,0.83636,Schottis,-0.17499,0.75342,-8.06745,1.85011,True,2.81358
2283,-0.15472,0.09926,-4.07918,-1.58905,1.50637,-0.22382,Slängpolskor,1.01600,2.40943,-6.39943,-1.89131,True,-2.81319
2284,0.18903,-0.32148,0.78156,-3.65407,3.07254,-0.46685,Polka,1.40440,-1.51874,-10.61114,-3.46338,False,1.33593
2285,-0.67973,0.87998,-3.56086,-3.24258,2.77036,1.38126,Slängpolskor,-0.02586,0.96208,-10.66156,-0.23814,True,-5.17907
2286,-0.79561,0.15856,-0.84365,-1.77966,1.72392,-0.68173,Hambo,-1.55671,-0.51135,-7.77351,-1.08157,False,-4.39989
2287,0.34220,0.45896,-0.30911,-2.66491,2.44567,-0.18474,Polka,0.99431,0.14132,-9.77846,-2.99001,False,1.55643
2288,0.72224,0.67221,-1.62486,-3.13794,2.78849,0.73012,Polka,-0.54180,-0.93652,-8.92100,-1.24070,False,2.79878
2289,0.68547,-1.28342,-3.08262,-2.71190,2.36666,-1.05766,Polka,2.38975,0.47564,-7.13876,-1.31211,True,1.88604
2290,1.72449,0.44208,-1.26673,-3.12586,2.81687,1.01390,Polskor,0.56767,-2.48936,-9.84670,-2.93641,False,7.98908
2291,0.12202,0.35015,-3.75663,-2.05411,1.84513,0.67583,Polka,0.44407,-0.28905,-8.70675,-0.39031,True,-1.26824
2292,0.18181,-0.77503,-1.41721,-2.23235,1.87067,-0.14190,Polka,-1.69233,-2.27346,-10.34506,-0.71745,True,0.20045
2293,-0.02498,0.33332,0.26196,-2.38133,2.26933,0.27026,Slängpolskor,-1.66650,2.19778,-10.87247,-2.83437,False,0.00606
2294,0.46661,0.30606,3.00000,-2.92963,2.55535,0.44931,Polka,0.26636,1.18325,-8.32097,-0.37886,True,3.83305
2295,2.08689,0.74800,1.56345,-2.02552,1.74971,0.55017,Polskor,-0.00634,0.35321,-9.12657,0.66378,True,11.21617
2296,-0.06615,-0.57611,-1.53759,-3.32306,2.77068,-0.72952,Slängpolskor,-2.30015,1.62734,-8.85405,-2.59129,True,-1.09956
2297,0.94152,-0.01896,1.68705,-2.59893,1.99865,-0.00341,Schottis,-0.53620,-0.36816,-9.94358,-1.14183,True,5.55111
2298,0.03975,-0.77054,-6.54680,-3.77854,3.11677,0.00372,Polka,2.37717,-1.85680,-9.82659,-1.54791,True,-3.07463
2299,-0.31994,-0.83973,3.66464,-1.88532,1.71614,-0.94499,Slängpolskor,2.61239,0.59743,-10.84538,2.03213,True,0.23260
2300,0.99306,0.56738,-0.35224,-2.07917,1.72040,0.41985,Schottis,-0.84746,1.23316,-9.82824,-2.37917,False,4.78918
2301,-0.28797,-0.83728,0.31235,-2.65517,2.46121,-0.91584,Slängpolskor,-0.13739,-0.96200,-9.43569,-1.59731,False,-1.28367
2302,1.72493,1.46570,-2.13618,-2.21177,1.76814,1.29217,Polskor,-2.18917,1.93131,-9.69342,-2.66026,False,7.55657
2303,-0.27734,0.14197,1.56886,-2.13544,1.95872,0.40712,Slängpolskor,0.25804,0.20554,-8.95557,2.50714,True,-0.60225
2304,0.03742,-0.09697,-0.86217,-2.27146,1.85167,0.42355,Polka,1.80779,1.43799,-9.99047,-1.87775,False,-0.24400
2305,-0.04972,-0.99001,5.27078,-2.01919,1.81579,-0.24074,Slängpolskor,-0.56028,0.52452,-9.05322,0.10034,True,2.38678
2306,-1.50813,-0.96241,-2.54289,-2.75841,2.14674,-1.07056,Hambo,2.53638,-2.14527,-8.91408,-1.06952,True,-8.81210
2307,0.37935,1.12290,-1.75732,-1.97768,1.76573,1.08281,Polka,-1.23100,0.14069,-10.99223,1.66356,False,1.01808
2308,0.48148,0.76771,-0.89953,-3.35419,2.93482,1.74839,Polka,-0.58753,0.00008,-9.31110,-3.64562,False,1.95765
2309,0.48264,-0.05917,3.99195,-2.04142,1.96650,-1.53433,Polka,-0.35508,-0.07558,-7.20638,-0.92815,True,4.40918
2310,-0.32235,-1.09172,5.32632,-2.17930,1.80846,-0.54965,Slängpolskor,-1.72318,-2.41538,-12.09042,1.26019,True,1.05139
2311,0.80155,-0.58703,-2.46453,-1.78940,1.55770,-1.09766,Schottis,-1.20303,-0.09818,-7.93408,1.90658,True,2.77549
2312,1.00332,-0.90558,-4.72689,-2.06824,1.84404,-0.30442,Schottis,-1.07416,0.03319,-8.45368,-1.73923,True,2.65316
2313,0.99122,0.39216,-2.49813,-2.71509,2.48717,0.60984,Schottis,0.79853,-0.08570,-9.24405,-2.05703,True,3.70701
2314,-0.00715,0.70487,4.08201,-2.52743,2.28233,0.25857,Slängpolskor,-1.05596,0.61106,-10.56075,1.11026,True,2.00523
2315,-0.19873,0.34215,4.87015,-2.07526,1.75748,0.70561,Slängpolskor,-1.26304,0.13843,-7.62603,-0.73495,True,1.44144
2316,0.16036,0.85059,-3.28044,-1.95749,1.72127,1.09969,Polka,0.47446,0.93152,-5.49357,1.94312,True,-0.83841
2317,0.33992,-0.98803,-1.98647,-2.55574,2.18863,-1.04162,Polka,0.21535,1.83084,-8.21531,0.32073,True,0.70638
2318,2.05075,-0.61872,-1.13384,-1.81498,1.63685,-0.02420,Polskor,-0.59046,-0.98983,-10.38011,-2.26349,True,9.68684
2319,-1.16404,0.04312,1.41427,-2.83395,2.51596,0.09673,Hambo,-1.27512,-0.81741,-7.78067,-1.89644,True,-5.11308
2320,-0.75022,0.88494,-2.75787,-3.80075,3.21332,0.00800,Hambo,-0.24133,-0.69457,-10.57442,-1.43390,True,-5.13003
2321,-1.40258,-1.11976,1.66305,-2.79634,2.50502,-0.78772,Hambo,1.01366,0.93668,-8.26991,-1.28857,False,-6.18139
2322,-0.23788,-0.23214,-0.59344,-2.15467,1.78961,0.39841,Slängpolskor,-1.15837,3.30569,-9.63001,-1.28135,False,-1.48614
2323,-0.19081,1.32447,1.23020,-2.14037,1.93990,1.80723,Slängpolskor,-1.61729,-1.42168,-9.12361,-1.67253,True,-0.33895
2324,1.61148,0.32243,-2.67482,-2.60585,2.44537,1.03821,Polskor,2.96809,2.69169,-8.35272,-0.58446,True,6.71998
2325,-0.05066,-0.61225,-1.11203,-2.12679,1.83043,-0.75542,Slängpolskor,-0.60756,1.47878,-8.53192,2.72711,True,-0.80932
2326,1.11236,1.41291,-1.30415,-2.57468,2.45430,1.23267,Schottis,2.12620,-1.36115,-7.67033,-3.71227,False,4.90972
2327,-0.64766,-0.06834,6.76189,-2.24469,1.98522,0.36994,Slängpolskor,-1.07282,-1.11102,-9.54778,-0.58724,True,0.14263
2328,0.58885,1.59917,0.81131,-2.22471,1.98369,0.56328,Polka,0.95153,-0.12805,-8.18328,-1.28702,True,3.34992
2329,-2.50698,-0.15832,-0.35329,-2.12403,1.91443,-0.45233,Hambo,0.61570,-0.01217,-9.14973,-0.75233,False,-12.71157
2330,-1.07741,-0.10750,0.76551,-3.12889,2.73182,-0.74552,Hambo,0.64721,0.31556,-8.71545,-3.34217,False,-5.00430
2331,1.44539,-1.20884,-0.96444,-2.74519,2.51955,-0.69584,Schottis,-3.58636,0.67844,-8.68119,-1.30793,True,6.74472
2332,0.24186,-0.28578,5.29038,-2.53201,2.29051,-0.19557,Polka,0.41765,1.43270,-8.42114,-1.56479,True,3.85451
2333,0.01353,-0.70985,0.78428,-2.67440,2.37556,-1.44810,Polka,-0.65532,2.92585,-10.38909,-1.47488,False,0.45980
2334,-1.17630,-0.03944,6.14475,-1.83473,1.60522,-0.50117,Hambo,1.27157,0.13557,-5.88856,-0.13211,True,-2.80914
2335,0.84759,-0.59666,1.17144,-1.51644,1.38037,0.28553,Schottis,0.99000,0.56445,-7.48672,-0.35707,False,4.82365
2336,1.11990,1.16829,-0.64173,-2.67711,2.54685,1.90788,Schottis,-1.04740,1.96810,-7.31886,-3.45710,False,5.27862
2337,0.65589,0.30808,-3.44312,-2.32087,2.06192,-0.54707,Polka,-0.80212,-0.25248,-11.53231,-0.29166,True,1.55790
2338,0.86786,0.59459,-4.47128,-2.91971,2.45530,0.88325,Schottis,0.66681,-0.17588,-10.38556,-1.16064,True,2.10366
2339,-0.83967,-0.56564,1.79583,-2.81565,2.60542,0.17783,Hambo,2.95964,-0.87543,-10.22290,-2.03432,True,-3.30041
2340,0.28852,-0.29460,1.56692,-1.89495,1.60954,0.00553,Polka,1.19703,1.21941,-8.94161,-2.22110,True,2.22607
2341,-1.83747,-0.67557,7.03966,-1.74121,1.56580,-0.37338,Hambo,-0.88299,1.06524,-11.34505,-1.75464,True,-5.66752
2342,-2.00003,-2.06215,0.23246,-2.55295,2.30074,-2.81668,Hambo,-0.07035,-1.56758,-6.88696,-0.28074,True,-9.88390
2343,-0.93732,-0.48803,-3.18504,-2.41905,2.05722,-0.94352,Hambo,-1.34246,-3.25303,-7.79161,-1.04228,True,-6.27914
2344,0.49639,1.52498,5.16046,-2.60483,2.37796,1.24731,Polka,-0.43403,-0.70132,-10.74576,2.76325,True,5.06217
2345,0.03649,1.37823,-5.19261,-2.10229,1.85915,0.60464,Polka,1.82502,-0.47955,-7.45833,-0.57913,True,-2.41384
2346,0.66585,0.27215,-3.16556,-2.19725,2.11252,-0.06684,Polka,1.45450,-1.18887,-8.43760,-1.55086,True,1.74648
2347,0.10586,-1.37146,0.80781,-2.12477,1.91000,-1.34057,Polka,0.20893,1.19023,-6.92328,-1.23117,False,0.93320
2348,-1.03265,0.17922,-2.10451,-1.46189,1.30286,0.34891,Hambo,-0.01047,1.76105,-8.73936,1.14960,True,-6.21553
2349,1.58062,0.61953,0.85797,-2.59721,2.40759,1.01994,Polskor,-0.12082,1.29281,-9.75364,1.43052,True,8.33208
2350,-0.52916,-0.63563,-0.62928,-2.16948,2.07232,-0.87507,Slängpolskor,0.83223,-0.78880,-7.71947,0.01401,True,-2.96043
2351,-2.28309,0.30166,-0.66790,-2.36278,2.10859,-0.40322,Hambo,0.33229,-0.12108,-7.48620,-1.28617,False,-11.74939
2352,1.71115,0.04390,2.01773,-2.28047,1.97046,0.20105,Polskor,0.25574,-0.24014,-8.03104,2.20674,True,9.56460
2353,1.22192,-0.94416,-2.33320,-2.08822,2.01052,-0.95141,Schottis,-0.39485,0.20082,-8.86044,-1.57126,True,4.94302
2354,-0.94685,-0.52775,-0.73682,-2.54868,2.06185,-0.74086,Hambo,-1.42031,0.28437,-8.25079,-4.05561,True,-5.10265
2355,-1.03042,0.31397,-7.24733,-1.68052,1.43865,-0.37361,Hambo,-0.04155,0.02645,-8.56035,1.93704,True,-8.77578
2356,1.31121,0.35501,-2.05982,-1.69688,1.54312,-0.34470,Schottis,0.65430,-0.98058,-8.37398,-2.79368,True,5.52612
2357,-0.78635,-0.02544,-1.65500,-1.92139,1.65612,0.17854,Hambo,-1.29170,-0.30359,-8.29326,-0.55529,True,-4.75926
2358,2.61162,1.06974,-2.66813,-3.89051,3.26486,1.66645,Polskor,0.85693,-0.89967,-9.10400,-0.88039,True,11.72402
2359,0.40605,-0.02236,-2.71681,-1.67953,1.47922,-0.60650,Polka,-0.82329,0.76350,-9.26127,1.13849,True,0.67186
2360,-1.48387,-0.06686,0.89863,-2.65042,2.52719,-1.46740,Hambo,1.58386,-1.84872,-9.06203,-2.04514,False,-6.97003
2361,0.48309,0.22338,-3.30625,-2.89655,2.60698,0.45174,Polka,-3.59641,-3.08960,-4.40917,-1.24639,True,0.76232
2362,-0.57362,0.36606,-4.53968,-2.39412,2.00015,0.37265,Slängpolskor,1.50810,2.05409,-11.26049,1.86296,True,-5.13794
2363,-0.66293,-1.30348,-0.60512,-2.80768,2.49519,-1.69271,Slängpolskor,-3.11252,-3.00066,-10.79458,0.87199,True,-3.61722
2364,0.59784,0.85963,-10.05283,-2.13169,1.93264,0.89720,Polka,-0.21156,-0.66054,-7.66771,1.15021,True,-2.03720
2365,0.16378,0.96932,-2.18887,-2.61294,2.23969,1.03373,Polka,0.19700,-0.89145,-9.88045,-1.90807,True,-0.27551
2366,-1.15014,-0.94801,0.97362,-2.75668,2.44589,-1.21209,Hambo,-1.64604,-0.12651,-9.45482,1.01782,False,-5.26387
2367,0.58074,0.75455,-5.50881,-3.19421,2.60641,1.09054,Polka,-0.36281,-1.00136,-8.84381,-3.07969,True,0.14929
2368,1.94877,0.79778,-9.22657,-1.59618,1.36156,0.48889,Polskor,0.39433,-0.46182,-9.31031,1.57567,True,5.13057
2369,-0.73567,0.29982,-0.61558,-2.65852,2.47372,0.68937,Slängpolskor,1.15432,-0.74241,-11.05943,3.09223,False,-3.98616
2370,-2.30783,-0.47100,0.13311,-2.73566,2.45310,-1.07401,Hambo,0.06106,-0.75065,-9.21792,1.63924,False,-11.47260
2371,-1.00943,-1.09234,0.13918,-3.18105,2.55241,-0.89699,Hambo,0.40950,-1.56205,-10.06945,-1.17292,False,-4.97754
2372,1.08359,0.96946,-3.02781,-2.36473,2.02220,0.75829,Schottis,0.11885,-0.18751,-9.22660,-1.56245,True,3.90403
2373,0.28281,-0.06233,4.41389,-2.19566,1.94655,0.15935,Polka,0.99118,0.25557,-9.86832,1.41296,True,3.62099
2374,1.20919,-0.05477,-2.77321,-1.68712,1.50277,0.60616,Schottis,-0.21813,-0.42666,-9.41083,3.57762,True,4.65933
2375,-0.46258,-1.31149,2.59084,-2.26100,2.08684,-0.78121,Slängpolskor,0.77965,0.26823,-10.77130,1.78160,True,-1.01747
2376,1.65590,0.81331,-6.94475,-2.21538,1.94587,1.23162,Polskor,-0.05801,1.67343,-8.11635,-1.87733,True,4.80712
2377,-1.35866,-0.07992,0.38869,-2.62252,2.03235,-0.20344,Hambo,0.33909,-3.01589,-8.87093,-3.46468,False,-6.59896
2378,-0.53513,0.93137,-3.67486,-1.88307,1.65209,0.94869,Slängpolskor,0.37841,-1.32653,-8.03343,0.32036,True,-4.51310
2379,-2.14055,-1.20862,1.78732,-2.77040,2.66725,-1.63764,Hambo,-1.18239,-0.82269,-8.71032,-1.06480,False,-9.80909
2380,0.35621,0.39682,-2.62344,-2.64761,2.36924,0.23282,Polka,-0.33689,1.29250,-10.30573,1.06031,True,0.46933
2381,-1.85547,-0.22562,0.22837,-3.07455,2.60797,-0.52946,Hambo,0.55230,1.18583,-11.89417,2.49125,False,-9.16314
2382,-1.26873,-0.85043,2.98729,-2.34576,2.17385,-0.31283,Hambo,2.00102,2.75662,-9.33799,0.76032,True,-4.85001
2383,1.26927,-0.50863,0.40673,-2.52183,2.10577,0.01978,Schottis,-0.15442,0.52674,-9.90967,0.95842,False,6.54973
2384,-0.32540,-0.79930,-1.45576,-2.22094,2.13506,-0.19308,Slängpolskor,1.01640,-0.33547,-8.34279,-0.11677,True,-2.35489
2385,-0.20623,-0.29443,1.90820,-2.43312,2.19560,0.50628,Slängpolskor,2.06161,-0.54309,-10.73576,-1.24270,True,-0.07702
2386,-0.36039,-0.19076,0.90099,-1.96280,1.72477,-1.19674,Slängpolskor,1.94488,-0.15780,-11.77726,-2.90852,False,-1.35144
2387,-1.48862,-1.13581,-0.96061,-2.80219,2.23717,-1.11769,Hambo,-0.35135,-1.26143,-10.57601,-1.15048,True,-7.92342
2388,-0.15760,0.03283,-4.68040,-2.19652,2.03397,-0.30389,Slängpolskor,2.82951,-1.43624,-10.88531,-2.72039,True,-3.12819
2389,1.72444,0.54359,-2.92060,-2.27017,1.99989,1.01196,Polskor,-2.51570,-0.27181,-7.87179,-0.70953,True,7.16191
2390,1.17755,0.46018,-2.84899,-1.84132,1.75424,0.29721,Schottis,-1.03947,0.24914,-10.42180,0.94177,True,4.46325
2391,-0.68177,-1.05687,3.48203,-3.33139,2.71621,-0.65456,Slängpolskor,1.18095,-0.42474,-9.82882,-0.40292,True,-1.66785
2392,1.26207,-0.20815,-1.00220,-2.21964,1.94209,-0.85034,Schottis,1.35277,0.11950,-7.98647,0.69111,True,5.80925
2393,-0.31946,-0.51257,-0.66643,-2.60741,2.39916,-0.44859,Slängpolskor,-0.06426,1.11181,-11.42445,2.60768,True,-1.93051
2394,1.44741,-0.08158,-3.20897,-3.18126,2.86001,0.57341,Schottis,0.18184,-1.03571,-7.03933,-3.26658,True,5.63255
2395,0.09154,-0.41676,1.11717,-2.13925,1.91931,0.37379,Polka,-2.74983,-2.02476,-7.71869,-0.68620,False,1.01630
2396,-0.31405,0.81152,-4.77766,-1.95097,1.71365,1.59189,Slängpolskor,-0.17804,0.13417,-8.01847,-2.44469,True,-3.95909
2397,-1.66923,-0.81044,-1.32742,-2.74087,2.32034,-0.89267,Hambo,0.89342,-2.26602,-10.89988,-3.00891,True,-9.00984
2398,-0.51299,0.18631,-1.92854,-2.19178,1.83854,-0.21902,Slängpolskor,1.70213,1.34183,-8.90140,-0.74445,True,-3.52924
2399,-0.62718,-1.12827,-2.80277,-2.39034,1.93285,-0.87623,Slängpolskor,-0.24831,-2.31049,-13.22560,3.60565,True,-4.53730
2400,0.04271,-0.14420,-1.49865,-1.60708,1.42201,-0.09318,Polka,0.24978,-0.10450,-7.23319,0.15001,True,-0.53577
2401,0.34900,0.65732,-2.98184,-1.84741,1.71217,0.11268,Polka,-0.30509,0.26070,-9.80353,-2.85919,True,0.25409
2402,0.97402,0.30850,-4.73205,-1.88117,1.59824,-0.36408,Schottis,0.48165,0.50730,-11.65903,1.34775,True,2.50407
2403,0.20671,0.35940,-3.37845,-2.38750,2.19394,0.70284,Polka,-2.30721,0.15964,-6.42655,-0.72858,True,-0.65567
2404,-0.98300,0.51474,-0.63645,-1.87804,1.75002,-0.31991,Hambo,-2.82839,-1.99744,-9.87413,-1.13827,False,-5.23322
2405,0.49119,0.54400,-3.31201,-2.18068,1.94169,0.46323,Polka,0.31177,-0.30137,-11.09274,3.44905,True,0.79997
2406,0.80588,0.73753,-3.37069,-2.20766,2.13451,1.03244,Schottis,1.02300,1.81523,-11.82337,0.92884,True,2.34408
2407,0.49066,-0.90164,-1.73665,-1.83285,1.70117,-0.39917,Polka,-1.36359,0.02033,-8.41330,-3.33464,True,1.58498
2408,-1.75551,-0.98993,1.37682,-1.80845,1.60180,-1.10806,Hambo,1.48306,0.25370,-10.14358,3.56436,False,-8.08916
2409,-1.20627,-1.28474,0.81131,-2.53156,2.36813,-1.58526,Hambo,1.42209,1.50729,-7.94291,-2.99876,False,-5.62571
2410,-1.39121,0.35944,4.85504,-2.86726,2.54008,0.34680,Hambo,-0.29332,1.51139,-9.98433,0.67470,True,-4.52853
2411,-1.39378,0.03791,-1.13929,-1.41766,1.28328,-0.62814,Hambo,0.52553,0.36455,-9.07951,1.60332,True,-7.53853
2412,-1.02207,0.27088,-0.11220,-2.88763,2.49173,-0.07745,Hambo,1.86487,1.65689,-12.16976,-4.26811,False,-5.16643
2413,0.03327,0.32852,3.59691,-1.95067,1.66287,0.12362,Polka,-0.52749,0.30664,-10.08776,-1.93181,True,1.96482
2414,-0.26810,0.74799,2.34739,-2.29984,2.12361,0.55513,Slängpolskor,-0.68281,0.75474,-9.82464,1.94778,True,-0.16682
2415,0.36344,0.92209,1.51222,-2.30942,2.03076,0.67930,Polka,0.36403,0.05893,-9.95233,0.23430,True,2.57333
2416,-0.44009,0.49434,5.76048,-2.57541,1.99698,0.73514,Slängpolskor,-0.55954,1.03439,-10.66183,1.31271,True,0.67979
2417,0.39930,-0.27327,-4.06957,-2.49700,2.09156,0.31705,Polka,-0.02344,1.53586,-8.81055,-0.33676,True,-0.03827
2418,-0.45062,-0.32651,-0.00325,-1.83678,1.63933,0.59214,Slängpolskor,0.62000,1.05627,-8.61809,-1.25185,False,-2.25472
2419,-0.49988,-0.80092,-0.90889,-1.74642,1.50660,-0.01283,Slängpolskor,-0.30948,2.49515,-8.15689,-1.58996,True,-2.95386
2420,-1.45800,0.23247,-1.60078,-2.35252,2.03767,1.02643,Hambo,-0.89522,-1.23997,-9.28774,1.59807,True,-8.09037
2421,0.43800,-0.89490,-2.47864,-2.04801,1.85023,-0.43019,Polka,3.45203,1.95277,-9.79705,-0.49452,True,0.95067
2422,1.01240,-0.62481,-1.54320,-1.48130,1.28571,-0.56479,Schottis,0.19681,-0.44087,-8.96638,3.25661,True,4.29039
2423,1.87784,0.33736,-0.55520,-2.35168,2.24090,0.08251,Polskor,1.61315,-1.06127,-10.07031,-0.93427,False,9.11159
2424,0.02684,-0.58959,3.75074,-1.73680,1.56693,-1.27345,Polka,-0.73220,-2.01131,-6.51035,1.26542,True,2.00959
2425,-1.54345,-0.61184,1.28221,-2.10990,1.97263,-0.02164,Hambo,-0.09440,1.75206,-7.88656,-0.66414,False,-7.07613
2426,-2.06170,-0.73074,-1.04229,-1.77318,1.51394,-0.84816,Hambo,-0.00556,1.34667,-9.70759,3.75661,True,-10.82967
2427,-0.39134,0.44212,-0.19698,-1.78215,1.62099,0.23479,Slängpolskor,0.20765,2.86062,-8.43210,-0.82146,False,-2.05519
